ticket_id,customer_id,message,created_at,customer_type,order_value,previous_complaints,department,status
T000824,C00937,"The package is too big to fit in my locker, where will they leave it?",2025-02-21 12:05:00,Regular,42495.06,2,Logistics,Open
T006483,C00723,"I want to buy gift cards for my team, is there a corporate rate?!!",2025-02-09 20:12:00,Regular,32383.44,3,Sales,Open
T004168,C00345,"I lost the original packaging, can I still return the item? I expect better customer service than this.",2026-01-12 10:39:00,Regular,34509.88,2,Returns,Open
T006042,C00567,I keep getting an 'Error 500' when trying to check out. I'm losing my patience here.,2025-09-08 11:19:00,Regular,59983.48,0,Payments,Open
T003133,C02388,How can I change my email address? This is completely unacceptable.,2025-01-15 17:18:00,Regular,14118.12,6,Account Support,Resolved
T009746,C00571,"I want to return this, it feels very cheap and low quality.",2025-07-29 15:11:00,Premium,194023.17,0,Returns,In Progress
T002113,C01792,I updated the app on iOS and now it won't even open.,2025-05-22 15:08:00,Regular,4798.15,1,Technical Support,In Progress
T005560,C00740,I accidentally placed the order twice because the payment button lagged. Nobody has replied to my previous emails.,2026-01-19 21:41:00,Regular,10673.7,3,Payments,Resolved
T006749,C02183,"The delivery guy didn't even ring the bell, he just left it at the gate. This issue is holding up my work.",2025-01-15 20:06:00,Regular,76883.39,1,Logistics,Resolved
T005745,C02090,The 3D secure authentication page is just a blank white screen.,2026-06-03 18:07:00,Regular,44102.46,2,Payments,Open
T006291,C02461,"The shipping box was fine, but the product box inside is completely crushed. This is completely unacceptable.",2025-01-29 22:01:00,Regular,60973.06,4,Logistics,Open
T001864,C00549,"My tracking shows it was delivered to a neighbor, but they don't have it.",2025-05-28 20:15:00,Premium,50717.56,1,Logistics,Resolved
T009857,C00604,The application crashes whenever I try to open it. Please don't send me an automated reply.,2025-12-13 09:35:00,Regular,53214.15,0,Technical Support,Resolved
T009095,C01028,Why is my shipment stuck at the local hub for the last 4 days?,2025-12-02 19:10:00,Business,168893.51,1,Logistics,Resolved
T005409,C01908,Can you notify me via email as soon as this gets restocked?,2026-03-21 19:55:00,Premium,26937.23,0,Sales,Resolved
T005483,C01714,Can I customize the color of this product?,2026-05-24 20:52:00,Regular,38411.84,2,Sales,Resolved
T004733,C02115,Is it safe to save my card details on your platform?,2026-07-08 11:24:00,Regular,11513.46,0,Payments,Resolved
T009114,C00143,I requested a password reset email but never received it.,2026-05-01 12:04:00,Regular,13672.32,4,Technical Support,Resolved
T004316,C01711,my discount code expired while i was stuck on the broken payment page.,2025-06-16 08:40:00,Regular,49548.99,0,Payments,Open
T002289,C02313,How do I change the display name on my public profile?,2025-06-15 11:36:00,Regular,78865.43,1,Account Support,In Progress
T004458,C02853,Can I share my premium account with a family member????,2025-10-13 16:57:00,Premium,157684.74,0,Account Support,Resolved
T006510,C02512,How do I set up a PIN code for faster login? Please confirm once this is done.,2026-04-13 14:33:00,Regular,3530.55,3,Account Support,Open
T008062,C00791,"I can't upload my profile picture, it keeps saying 'File type not supported'. please!",2026-02-01 15:28:00,Regular,53515.15,5,Technical Support,In Progress
T001881,C00850,"The item broke the first time I used it, I need a refund. Can you guide me on how to fix this?",2026-03-09 13:28:00,Regular,56741.55,1,Returns,In Progress
T008393,C00404,I keep getting logged out of my account every 5 minutes. I expect a resolution by today.,2026-02-07 19:31:00,Regular,39455.3,0,Account Support,Resolved
T004895,C00676,"The instruction manual is missing, so I can't use it. I want to return it. I need this resolved urgently.",2026-06-16 21:48:00,Regular,55103.35,1,Returns,Resolved
T003385,C02356,"The box was fine, but the glass inside was completely shattered. please!",2026-05-16 13:40:00,Regular,70901.23,0,Returns,Open
T006879,C01434,My package seems to be bouncing between two different sorting facilities.!,2026-06-28 21:04:00,Regular,33566.96,4,Logistics,Resolved
T001157,C01487,I am unable to reset my password.!!,2025-05-10 08:05:00,Regular,11483.38,5,Technical Support,Resolved
T007002,C01635,can i get a receipt emailed to my work address instead? please help me.,2025-10-23 09:44:00,Premium,92346.01,4,Payments,Resolved
T000001,C01719,I need to download a copy of all my data for privacy reasons. Please escalate this to a manager.,2026-06-11 11:49:00,Regular,50614.37,4,Account Support,Resolved
T001957,C00593,Do you offer student discounts or military discounts?,2025-05-16 15:23:00,Regular,61601.58,0,Sales,In Progress
T009396,C00923,The dark mode toggle isn't working on the desktop version. Kindly prioritize this ticket. please!,2026-08-23 14:39:00,Premium,186751.15,4,Technical Support,Open
T006313,C01529,I am not satisfied with the product and want to return it.,2025-03-29 19:30:00,Regular,54751.15,1,Returns,In Progress
T001629,C00789,i received the wrong product.,2026-06-06 08:22:00,Premium,79068.59,2,Returns,Resolved
T003909,C00357,How do I print the return label if I don't have a printer?!!,2025-01-28 22:36:00,Premium,114002.11,1,Returns,In Progress
T003595,C01483,The driver refused to bring the heavy box up to my apartment.,2026-07-31 16:42:00,Regular,50401.11,7,Logistics,Resolved
T000768,C01151,How can I stop receiving marketing emails? Unsubscribing didn't work.,2025-10-06 21:12:00,Regular,19550.66,0,Account Support,In Progress
T001851,C01003,The images on the product pages are not loading for me.,2026-08-02 22:44:00,Regular,12731.71,5,Technical Support,Open
T000322,C01375,Tracking says 'Out for Delivery' for the past two days. This issue is holding up my work.,2025-01-12 20:58:00,Regular,25420.49,1,Logistics,Resolved
T007100,C01582,What's the difference between the 'Pro' and the 'Standard' version? This is my second time reaching out.,2025-04-19 08:07:00,Premium,70429.36,1,Sales,Open
T004958,C00789,"My account was banned for violating terms, but I haven't done anything wrong! I have already contacted support about this.",2026-04-08 18:47:00,Premium,44572.41,2,Account Support,Open
T006328,C00440,"I lost the original packaging, can I still return the item? I have attached screenshots for your reference.",2025-08-30 10:09:00,Regular,57353.51,1,Returns,Resolved
T009380,C02888,"The website works fine on Chrome, but it is completely broken on Safari. It's been days and still no progress.",2025-07-17 10:00:00,Premium,127271.82,0,Technical Support,Open
T006053,C01442,The website keeps showing an error. Please resolve this issue.,2026-01-06 17:41:00,Regular,7861.37,4,Technical Support,In Progress
T005114,C01944,How can I change my email address? Can you provide a timeframe for the fix?,2025-11-12 14:01:00,Regular,43598.99,1,Account Support,Open
T006612,C00153,Is it possible to schedule a specific delivery window for tomorrow? Please keep me updated on the status.,2026-01-20 08:12:00,Regular,3282.12,0,Logistics,Open
T005350,C00674,"I need to order 50 units for my company, who should I talk to? Why is this taking so long?",2025-10-08 13:07:00,Premium,40570.99,7,Sales,In Progress
T003692,C01412,can you tell me about your available products? please investigate this matter deeply.,2026-05-07 15:45:00,Regular,55049.04,3,Sales,Resolved
T008088,C00191,"I want to buy gift cards for my team, is there a corporate rate? Let me know what information you need from me.",2026-08-10 10:40:00,Premium,177407.39,0,Sales,In Progress
T001760,C00061,The biometric login (Face ID) stopped working on my phone. Can you provide a timeframe for the fix?,2026-02-20 18:33:00,Premium,74215.45,1,Technical Support,In Progress
T005776,C01837,Will my shipping fee be refunded if I return the item?,2026-07-07 08:28:00,Regular,6854.29,0,Returns,Open
T002440,C02473,"My account was banned for violating terms, but I haven't done anything wrong!",2026-04-15 18:02:00,Regular,24160.56,0,Account Support,Open
T001917,C02621,"You charged my card yesterday, but the order is still showing as 'Pending Payment'.",2026-03-12 14:27:00,Premium,97112.85,1,Payments,Resolved
T006090,C02861,I want to exchange this for a different color.,2026-07-12 10:21:00,Regular,57400.74,1,Returns,Resolved
T000275,C02725,Please help me with the return process. I expect better customer service than this.,2025-05-11 13:48:00,Regular,61387.02,1,Returns,Resolved
T003714,C00842,I am extremely disappointed with this purchase and demand a full refund. This is my second time reaching out.,2025-05-15 17:36:00,Regular,55290.24,7,Returns,In Progress
T004902,C00951,i applied a promo code but was still charged the full price. i expect better customer service than this.,2026-04-30 18:02:00,Regular,1991.38,3,Payments,In Progress
T001495,C01004,"I paid via bank transfer, where do I upload the payment slip?",2025-11-14 16:05:00,Premium,32292.39,5,Payments,In Progress
T000004,C00668,"The delivery guy didn't even ring the bell, he just left it at the gate. I expect a resolution by today.",2026-07-27 17:44:00,Regular,66681.88,0,Logistics,In Progress
T004851,C02641,"i am setting up a new office, can i get a dedicated sales rep to help me? kindly prioritize this ticket.",2026-01-04 10:05:00,Business,487333.88,0,Sales,Resolved
T004383,C00464,I need help tracking my order.!!,2025-03-30 08:09:00,Regular,31071.32,1,Logistics,Open
T009601,C00331,"The package is too big to fit in my locker, where will they leave it?",2026-08-26 10:37:00,Regular,25826.54,0,Logistics,Open
T008645,C01259,Your website is flagged as 'Not Secure' by my antivirus software. I have been waiting for a response.,2026-06-18 09:14:00,Regular,2540.91,3,Technical Support,Resolved
T001979,C00477,How do I set up a PIN code for faster login?,2026-03-12 11:37:00,Business,196556.44,3,Account Support,Open
T001593,C00007,I accidentally placed the order twice because the payment button lagged.!!,2026-02-27 18:19:00,Regular,4359.97,0,Payments,Resolved
T002338,C00235,I want to recover an old account I haven't used in 3 years. Kindly prioritize this ticket.,2025-07-23 17:23:00,Premium,23643.73,0,Account Support,Open
T008735,C00584,my account login is not working. thanks in advance for your help.???,2025-10-01 11:30:00,Regular,9833.45,1,Technical Support,Open
T001117,C01264,Do I have to pay for return shipping? I need to speak to a real human agent.!!,2025-09-06 21:50:00,Regular,30192.84,0,Returns,Resolved
T003527,C02768,Can I share my premium account with a family member? Can you provide a timeframe for the fix?,2026-04-18 20:45:00,Regular,39505.88,1,Account Support,Resolved
T000667,C00028,I would like to know the current price.,2025-03-14 17:04:00,Regular,42851.99,2,Sales,Resolved
T009324,C01732,I need advice on which skincare routine is best for dry skin.,2025-12-09 14:37:00,Regular,66109.08,3,Sales,In Progress
T006159,C01528,I am not satisfied with the product and want to return it.,2026-05-23 17:16:00,Regular,22771.84,4,Returns,Open
T001220,C00120,Can you send me a return shipping label?,2025-03-10 17:24:00,Regular,31958.68,2,Returns,Open
T006608,C00764,Will this phone case fit the newest model that just came out?,2025-01-12 17:49:00,Regular,63452.05,0,Sales,In Progress
T009819,C02494,My order has not arrived yet.,2026-01-09 12:08:00,Regular,6180.73,2,Logistics,In Progress
T003291,C02727,My order has not arrived yet. Can you guide me on how to fix this?,2025-09-20 08:30:00,Premium,183805.38,0,Logistics,Open
T004798,C02925,My loyalty points are not showing up in my account dashboard.,2025-11-17 17:45:00,Regular,50019.39,1,Account Support,Resolved
T006737,C01195,my payment failed but the amount was deducted.,2026-02-25 14:00:00,Regular,48924.54,1,Payments,Open
T001188,C01815,Can I merge two accounts? I accidentally created a second one.,2025-12-29 19:47:00,Premium,124129.13,0,Account Support,In Progress
T009691,C02341,I need technical help with the application.,2026-06-06 09:00:00,Premium,119008.53,0,Technical Support,In Progress
T006963,C00411,"I am looking for a laptop for video editing, what do you recommend?",2026-05-18 19:37:00,Premium,121005.65,1,Sales,Resolved
T003059,C01391,I received the wrong product. This is becoming frustrating.,2025-12-17 17:45:00,Business,68609.63,0,Returns,Open
T000284,C01370,Please help me with the return process.,2025-05-14 13:23:00,Regular,59562.08,2,Returns,In Progress
T009979,C00259,"I received a notification that my order was delivered, but I did not receive it.",2025-06-11 20:54:00,Regular,62957.97,0,Logistics,Open
T009781,C00843,"The item broke the first time I used it, I need a refund.",2025-03-25 10:19:00,Regular,60828.07,0,Returns,Resolved
T006601,C01437,I want to opt out of data sharing with your third-party partners.,2025-03-13 18:04:00,Business,268498.84,3,Account Support,Resolved
T000765,C00839,"The shipping box was fine, but the product box inside is completely crushed. please!",2025-06-28 08:07:00,Regular,7801.53,0,Logistics,Open
T004413,C01552,Is there a size guide available for this clothing line?,2026-01-27 22:29:00,Premium,95728.48,0,Sales,In Progress
T009558,C00997,I received a blue case but I ordered a black one.,2025-03-10 21:33:00,Regular,51636.69,3,Returns,Resolved
T009515,C01080,Can I get a receipt emailed to my work address instead?,2025-12-07 14:41:00,Regular,43816.21,4,Payments,Open
T005767,C01055,I haven't gotten any updates since the shipping label was created last week. I have been waiting for a response.???,2026-06-18 21:20:00,Regular,77409.5,3,Logistics,Open
T008796,C02463,"I received this as a gift, can I return it for store credit?",2025-12-07 10:58:00,Regular,58658.21,0,Returns,In Progress
T008301,C00643,How do I print the return label if I don't have a printer?,2025-12-18 15:42:00,Premium,55491.24,2,Returns,In Progress
T001565,C01374,"My installment plan failed this month, how can I manually pay it?",2025-01-12 10:22:00,Premium,176717.1,0,Payments,Resolved
T009079,C02585,I keep getting an error when trying to place an order.,2025-08-14 12:33:00,Regular,79086.06,5,Technical Support,Open
T008586,C02425,I never received the OTP to verify my new phone number.,2025-11-18 20:50:00,Regular,56998.06,0,Account Support,Resolved
T002294,C01963,The system says my phone number is already registered to another user.,2025-03-22 22:15:00,Regular,22604.89,3,Account Support,Open
T002710,C01573,Can you tell me the exact dimensions of this furniture piece?,2025-09-13 09:51:00,Regular,26835.88,1,Sales,Resolved
T004934,C01414,"I'm a tax-exempt organization, how do I apply that to my purchase?",2025-12-13 12:19:00,Premium,176784.82,7,Sales,In Progress
T000430,C00945,"tracking says 'returned to sender', why did that happen?",2025-10-24 22:53:00,Regular,20859.17,0,Logistics,Resolved
T003369,C02051,I am getting an 'Error 500: Internal Server Error' on the payment page. Thanks in advance for your help.,2026-08-22 13:59:00,Regular,40355.55,0,Technical Support,Resolved
T004203,C01439,I need a tax invoice for my recent purchase. What are the next steps?!,2025-02-04 20:56:00,Regular,54515.29,5,Payments,Open
T002266,C01204,"i only received a partial refund, why wasn't the full amount refunded?",2025-07-18 14:05:00,Regular,26784.42,0,Returns,In Progress
T005065,C00350,My package is delayed and I need an update. I am trusting you to resolve this today.,2025-04-30 21:33:00,Regular,66709.75,1,Logistics,Open
T008276,C02354,"I put the wrong zip code on my shipping address, can we fix it before dispatch?",2025-01-16 09:23:00,Regular,52749.68,2,Logistics,Resolved
T001659,C01087,"The package is too big to fit in my locker, where will they leave it? This is my second time reaching out.",2025-04-10 18:51:00,Regular,26270.04,5,Logistics,Resolved
T007338,C00850,The product arrived damaged and I want a replacement.,2025-11-08 10:27:00,Regular,76949.29,1,Returns,Resolved
T008182,C01316,Can I add a VAT number to my payment invoice?,2026-03-10 17:02:00,Premium,97124.82,1,Payments,Resolved
T006348,C00040,The date picker for scheduling delivery is completely frozen.,2025-12-27 17:41:00,Regular,65246.21,0,Technical Support,Open
T008755,C02918,the chat widget on your website is covering the 'buy' button.???,2026-04-12 10:20:00,Regular,53074.73,1,Technical Support,Resolved
T000249,C00481,my subscription renewed automatically but i wanted to cancel it.,2025-11-18 09:02:00,Regular,11176.46,1,Payments,Open
T002277,C01076,"My refund went to a canceled credit card, what do I do?",2025-06-06 15:20:00,Regular,53250.0,1,Returns,In Progress
T006059,C00936,Can you notify me via email as soon as this gets restocked?,2026-03-16 16:06:00,Premium,121590.9,6,Sales,Resolved
T000411,C00498,I want to revoke access to a third-party app connected to my account.!!,2026-06-13 10:35:00,Business,377999.34,0,Account Support,In Progress
T006135,C01810,My payment failed but the amount was deducted.!,2026-06-30 16:56:00,Premium,104917.14,3,Payments,Resolved
T000212,C01481,I want to recover an old account I haven't used in 3 years.,2025-09-25 17:29:00,Regular,75596.95,2,Account Support,Open
T008522,C02798,Why is my shipment stuck at the local hub for the last 4 days?,2025-04-03 15:02:00,Premium,156955.2,0,Logistics,Open
T007944,C01763,My loyalty points are not showing up in my account dashboard.,2025-01-25 09:42:00,Regular,12062.45,6,Account Support,Resolved
T004510,C00804,"I got an email saying my refund was processed, but it's not in my bank.???",2025-08-21 21:07:00,Regular,28211.41,3,Returns,Open
T002909,C01101,Tracking says 'Out for Delivery' for the past two days.,2025-05-09 17:32:00,Premium,74787.8,0,Logistics,Resolved
T003891,C02212,"I've been trying to verify my identity, but my ID upload keeps failing. This is extremely disappointing.",2025-10-23 13:53:00,Premium,54591.29,1,Account Support,Open
T005142,C00716,"My installment plan failed this month, how can I manually pay it?",2026-04-06 09:44:00,Premium,68233.12,0,Payments,Resolved
T005033,C02838,"The dimensions listed online are wrong, it doesn't fit my space. Returning it.",2025-09-24 13:42:00,Regular,29217.5,5,Returns,In Progress
T000985,C01077,My package was left out in the rain and the box is completely ruined. Can you provide a timeframe for the fix?,2025-11-18 13:45:00,Regular,74518.27,0,Logistics,Open
T002133,C02935,"I missed the delivery attempt yesterday, how can I reschedule it?",2025-09-09 12:07:00,Regular,44921.71,1,Logistics,Resolved
T001573,C02128,"The instruction manual is missing, so I can't use it. I want to return it.",2025-06-02 15:30:00,Regular,74035.72,0,Returns,Open
T008475,C02774,I want to return 2 items out of the 5 I ordered in that package.,2025-06-08 21:17:00,Premium,45401.14,2,Returns,Resolved
T000745,C02448,Do you offer bulk purchasing? This is becoming frustrating.,2026-06-01 12:15:00,Regular,63466.04,0,Sales,In Progress
T001612,C02503,How do I remove a saved credit card from my account?,2025-09-10 12:33:00,Regular,14640.66,0,Payments,In Progress
T003987,C02175,I need more information before placing my order.,2025-10-02 08:32:00,Regular,39853.36,0,Sales,Resolved
T008035,C01919,I keep getting logged out of my account every 5 minutes.,2025-12-09 18:20:00,Regular,7150.44,2,Account Support,In Progress
T006098,C02190,"i want to return this, it feels very cheap and low quality. this issue is holding up my work.",2026-01-26 12:45:00,Regular,77436.62,0,Returns,Open
T009402,C00819,How do I clear my search and browsing history on my account?,2026-05-06 13:35:00,Regular,12252.54,1,Account Support,Open
T004381,C00374,"My account was banned for violating terms, but I haven't done anything wrong!",2025-03-18 21:24:00,Premium,56971.24,1,Account Support,Open
T005233,C02679,I keep getting logged out of my account every 5 minutes. I'm really confused and need some clarity.,2025-02-05 09:39:00,Regular,71327.04,0,Account Support,In Progress
T007675,C01919,the biometric login (face id) stopped working on my phone.,2026-03-22 20:29:00,Regular,31190.92,2,Technical Support,Open
T000474,C00949,I need to change the default shipping address saved on my profile. This is extremely disappointing.,2025-06-22 08:38:00,Regular,72300.76,1,Account Support,Resolved
T002845,C01776,is it safe to save my card details on your platform? please don't send me an automated reply.,2026-07-16 14:30:00,Regular,7490.97,0,Payments,Resolved
T003070,C01025,Are there any hidden fees? My total looks higher than expected.,2025-02-21 10:24:00,Regular,50316.69,6,Payments,Resolved
T002848,C01978,My account was suspended and I don't know why.!!,2025-02-28 12:51:00,Regular,76880.0,1,Account Support,In Progress
T008376,C02593,The payment was deducted but I did not receive an order confirmation.,2025-01-17 21:21:00,Regular,30127.25,3,Payments,Resolved
T003203,C01494,The images on the product pages are not loading for me.,2026-01-30 09:49:00,Regular,74427.62,0,Technical Support,Resolved
T009140,C02544,I tried paying with my debit card but it says 'Credit Cards Only'. This issue needs immediate attention.,2025-09-06 13:12:00,Regular,19135.12,0,Payments,Open
T002949,C01270,I want to place a business order. Please resolve this issue.,2026-03-15 09:21:00,Premium,179893.33,1,Sales,Open
T009073,C02636,Will this phone case fit the newest model that just came out? Could you please point me in the right direction?,2025-01-09 19:19:00,Premium,110924.85,0,Sales,Open
T008709,C02686,You deducted money from my wallet but the checkout still asks for payment. I have attached screenshots for your reference.,2025-12-07 21:44:00,Premium,195283.17,0,Payments,Resolved
T007127,C00027,Can you tell me the exact dimensions of this furniture piece?,2026-01-22 19:11:00,Regular,12221.1,5,Sales,In Progress
T009386,C02180,The date picker for scheduling delivery is completely frozen.,2025-04-12 14:51:00,Regular,71468.01,0,Technical Support,Open
T004720,C02104,How do I print the return label if I don't have a printer????,2026-05-08 08:49:00,Regular,69290.35,2,Returns,In Progress
T004411,C00411,Why is my order still stuck in transit?,2026-02-10 16:53:00,Premium,55362.83,1,Logistics,Resolved
T000470,C02087,Why is my order still stuck in transit?,2026-04-10 14:20:00,Regular,35648.38,0,Logistics,In Progress
T005366,C02297,Can I pre-order the new console before it officially launches?,2025-11-08 20:05:00,Premium,93150.79,7,Sales,In Progress
T000427,C00395,The payment page is not working.,2026-02-22 17:34:00,Regular,69294.8,1,Payments,In Progress
T005104,C01631,I was charged an incorrect amount. Could you please point me in the right direction?,2026-02-23 08:25:00,Premium,195458.34,0,Payments,In Progress
T000248,C02278,How much would shipping cost if I buy three of these?,2025-05-08 20:48:00,Regular,17389.64,0,Sales,Resolved
T007157,C02163,When will the 'Out of Stock' item be available again?,2025-06-21 20:20:00,Regular,73040.39,2,Sales,Open
T004145,C02939,I received the wrong product.,2026-04-07 20:50:00,Regular,54105.14,1,Returns,Resolved
T003951,C01739,Is the carrying case included or do I have to buy it separately? Please resolve this issue.,2025-04-24 10:49:00,Regular,17674.05,6,Sales,Resolved
T009809,C02030,My browser console is showing a bunch of JavaScript errors on your site. It's been days and still no progress.,2025-10-18 09:26:00,Regular,23651.5,2,Technical Support,In Progress
T006025,C01037,I requested a password reset email but never received it.!,2025-06-28 22:34:00,Premium,32162.46,1,Technical Support,In Progress
T006115,C00075,I keep getting logged out of my account every 5 minutes.,2026-03-26 18:44:00,Regular,70927.36,0,Account Support,Resolved
T000073,C01223,How do I clear the cache? Support told me to do it but I don't know how.,2025-05-15 13:42:00,Premium,32780.63,3,Technical Support,In Progress
T003474,C00562,My order has not arrived yet. Please fix this ASAP.!!,2025-04-09 14:11:00,Premium,168203.21,2,Logistics,In Progress
T003598,C00654,Can you help me? The captcha verification is failing every single time. Please keep me updated on the status.,2026-07-12 18:17:00,Regular,30817.18,1,Technical Support,In Progress
T004339,C02499,"I initiated a return but changed my mind, how do I cancel the return request?",2025-08-29 10:17:00,Regular,7441.47,1,Returns,Resolved
T008719,C02329,Does this smart home device work with Google Assistant? I need an update as soon as possible.,2025-05-19 18:28:00,Regular,45740.2,0,Sales,In Progress
T003576,C01568,"My installment plan failed this month, how can I manually pay it? Let me know what information you need from me.",2025-12-19 13:14:00,Regular,15518.97,4,Payments,In Progress
T004034,C01089,I am having trouble verifying my account.,2025-03-08 13:49:00,Regular,19196.39,3,Account Support,In Progress
T003044,C01320,Can I change my account currency from PKR to USD?,2025-11-28 18:30:00,Regular,56104.8,0,Account Support,Open
T004616,C01059,"My account was banned for violating terms, but I haven't done anything wrong! I look forward to hearing from you soon.",2025-04-02 19:12:00,Regular,35302.55,2,Account Support,In Progress
T006168,C01898,I need technical help with the application.,2026-02-03 15:38:00,Premium,53660.25,2,Technical Support,Open
T007685,C00502,My account information is incorrect. I need someone to explain what happened.,2026-02-17 13:57:00,Regular,35978.38,6,Account Support,Open
T005214,C02507,Does this product come in a gift box? I look forward to hearing from you soon.,2026-07-09 22:59:00,Regular,55342.89,3,Sales,In Progress
T005934,C00491,What's the difference between the 'Pro' and the 'Standard' version?,2026-08-28 09:12:00,Regular,59463.25,4,Sales,Resolved
T001658,C02157,"I am getting push notifications, but when I click them, the app shows an error. I need this resolved urgently.",2025-08-03 11:37:00,Premium,75383.49,0,Technical Support,In Progress
T002371,C02379,How can I request a refund? Why is this taking so long?,2025-01-07 15:31:00,Regular,39495.8,1,Returns,In Progress
T004163,C00788,I keep getting logged out randomly while browsing. Please escalate this to a manager.,2025-06-23 10:51:00,Regular,40919.24,4,Technical Support,Resolved
T003128,C00372,I was sent two left shoes! I need a replacement immediately. Let me know what information you need from me.,2025-01-14 08:01:00,Regular,6556.83,2,Returns,Resolved
T003974,C01505,"I want to buy gift cards for my team, is there a corporate rate?",2026-01-19 17:55:00,Business,424788.16,0,Sales,Resolved
T004151,C01932,My discount code expired while I was stuck on the broken payment page. This is becoming frustrating.,2026-07-23 14:36:00,Regular,51754.25,0,Payments,In Progress
T009473,C01484,"If I buy the camera, does it come with a memory card included?",2025-09-04 10:52:00,Business,170022.82,0,Sales,Resolved
T008159,C02644,Can you tell me about your available products?,2026-07-25 20:04:00,Regular,76463.5,1,Sales,Resolved
T002201,C01130,I cannot complete my payment. Please keep me updated on the status.,2025-12-16 12:47:00,Regular,43885.38,0,Payments,Resolved
T007033,C00791,The product arrived damaged and I want a replacement.,2025-09-12 16:45:00,Regular,21904.18,5,Returns,Open
T000883,C01899,I need help tracking my order.,2025-04-30 17:08:00,Regular,38400.96,5,Logistics,Resolved
T003447,C00503,"I paid via bank transfer, where do I upload the payment slip?",2025-05-23 22:35:00,Regular,12733.08,1,Payments,Resolved
T000246,C02404,Does this product come in a gift box?,2025-07-05 14:30:00,Premium,199991.53,4,Sales,Resolved
T005796,C01901,Do you have this product available? This issue is holding up my work.,2026-02-23 12:09:00,Regular,46215.48,0,Sales,Open
T009443,C00204,"The dimensions listed online are wrong, it doesn't fit my space. Returning it. Nobody has replied to my previous emails.",2026-03-08 21:55:00,Regular,63462.65,1,Returns,Open
T008721,C00242,"I saw a promo code on Instagram but it's not working, can you help? This is completely unacceptable.",2026-02-02 16:00:00,Regular,10129.25,3,Sales,In Progress
T006949,C00699,I am stuck in an endless login loop; it keeps asking for my credentials.!,2026-08-20 08:28:00,Premium,148007.93,1,Technical Support,Resolved
T003232,C02833,"I am getting push notifications, but when I click them, the app shows an error. Any updates on this?",2026-05-28 19:27:00,Premium,183995.22,0,Technical Support,In Progress
T009008,C00034,"I want to permanently delete my account, how do I do that? Please confirm once this is done.",2025-12-06 08:53:00,Regular,45717.01,0,Account Support,Open
T004601,C02017,i need to download a copy of all my data for privacy reasons.,2026-01-26 17:06:00,Regular,22811.03,0,Account Support,Resolved
T009827,C01974,"The dimensions listed online are wrong, it doesn't fit my space. Returning it. Please keep me updated on the status.",2025-08-04 18:24:00,Premium,169424.21,2,Returns,Open
T006327,C01245,Will this phone case fit the newest model that just came out? This is causing a lot of inconvenience for me.???,2026-03-27 12:56:00,Regular,39520.97,0,Sales,In Progress
T009274,C02834,"The delivery attempted notification is wrong, I was home all day!",2026-06-11 17:04:00,Regular,23987.58,2,Logistics,In Progress
T006169,C01892,I need help with a payment issue.,2026-07-22 10:04:00,Regular,52187.32,2,Payments,Resolved
T008593,C00025,Is it possible to schedule a specific delivery window for tomorrow? I expect better customer service than this.,2025-06-09 17:03:00,Regular,13008.36,1,Logistics,Resolved
T007738,C02212,How do I transfer account ownership to someone else in my company?,2026-04-19 09:23:00,Premium,122823.18,1,Account Support,Resolved
T006960,C01934,The system is very slow today. This issue is holding up my work.,2026-02-06 13:16:00,Regular,4134.13,0,Technical Support,In Progress
T007215,C00944,The tracking information has not been updated. Kindly prioritize this ticket.,2026-05-23 14:34:00,Premium,62262.23,0,Logistics,Resolved
T003867,C01507,I need to download a copy of all my data for privacy reasons.,2025-06-01 22:32:00,Premium,70783.67,1,Account Support,In Progress
T002956,C00364,My order has not arrived yet.,2025-09-15 22:13:00,Regular,31991.38,0,Logistics,Open
T006829,C02277,"I need a replacement, but I want to make sure it's packed properly this time.",2025-09-13 18:00:00,Regular,75032.45,2,Returns,Resolved
T009238,C02894,"The shipping box was fine, but the product box inside is completely crushed.",2026-05-31 22:04:00,Regular,19105.64,0,Logistics,Resolved
T009860,C01151,Are there any hidden subscription fees with this software purchase? Can someone look into this?,2025-12-11 22:56:00,Regular,67026.09,0,Sales,Open
T002255,C02817,"If I buy the camera, does it come with a memory card included? Thanks in advance for your help.",2025-10-17 16:30:00,Regular,54190.52,3,Sales,Open
T002914,C00325,How many days do I have to return this item?,2025-11-29 12:23:00,Regular,66833.86,1,Returns,In Progress
T008509,C00653,Can I pre-order the new console before it officially launches?,2026-06-09 21:08:00,Regular,33745.03,1,Sales,Resolved
T002747,C02665,I received someone else's order by mistake.,2026-05-27 08:33:00,Regular,48570.49,1,Logistics,Resolved
T004342,C00207,Can you tell me about your available products? This is becoming frustrating.,2025-09-02 21:20:00,Regular,9865.02,0,Sales,In Progress
T009743,C00314,"I only received a partial refund, why wasn't the full amount refunded?",2025-01-07 21:07:00,Regular,21243.75,0,Returns,Resolved
T004879,C01099,Please help me with the return process. Let me know if there's anything else you need from my side.,2025-05-06 18:45:00,Regular,46273.93,3,Returns,Open
T004254,C02099,"My order is missing the charging cable, can you just send that part?",2025-04-13 20:36:00,Regular,53441.02,3,Returns,In Progress
T005642,C01904,"I got an email saying my refund was processed, but it's not in my bank.",2026-07-10 09:13:00,Premium,59352.8,4,Returns,In Progress
