ticket_id,customer_id,message,created_at,customer_type,order_value,previous_complaints,department,status,sentiment,priority
T006059,C00936,Can you notify me via email as soon as this gets restocked?,2026-03-16 16:06:00,Premium,121590.9,6,Sales,Resolved,Neutral,High
T000411,C00498,I want to revoke access to a third-party app connected to my account.!!,2026-06-13 10:35:00,Business,377999.34,0,Account Support,In Progress,Neutral,Low
T006135,C01810,My payment failed but the amount was deducted.!,2026-06-30 16:56:00,Premium,104917.14,3,Payments,Resolved,Negative,Critical
T000212,C01481,I want to recover an old account I haven't used in 3 years.,2025-09-25 17:29:00,Regular,75596.95,2,Account Support,Open,Neutral,Low
T008522,C02798,Why is my shipment stuck at the local hub for the last 4 days?,2025-04-03 15:02:00,Premium,156955.2,0,Logistics,Open,Negative,High
T007944,C01763,My loyalty points are not showing up in my account dashboard.,2025-01-25 09:42:00,Regular,12062.45,6,Account Support,Resolved,Neutral,Medium
T004510,C00804,"I got an email saying my refund was processed, but it's not in my bank.???",2025-08-21 21:07:00,Regular,28211.41,3,Returns,Open,Neutral,Medium
T002909,C01101,Tracking says 'Out for Delivery' for the past two days.,2025-05-09 17:32:00,Premium,74787.8,0,Logistics,Resolved,Neutral,Low
T003891,C02212,"I've been trying to verify my identity, but my ID upload keeps failing. This is extremely disappointing.",2025-10-23 13:53:00,Premium,54591.29,1,Account Support,Open,Neutral,Medium
T005142,C00716,"My installment plan failed this month, how can I manually pay it?",2026-04-06 09:44:00,Premium,68233.12,0,Payments,Resolved,Negative,Medium
T005033,C02838,"The dimensions listed online are wrong, it doesn't fit my space. Returning it.",2025-09-24 13:42:00,Regular,29217.5,5,Returns,In Progress,Negative,High
T000985,C01077,My package was left out in the rain and the box is completely ruined. Can you provide a timeframe for the fix?,2025-11-18 13:45:00,Regular,74518.27,0,Logistics,Open,Neutral,Low
T002133,C02935,"I missed the delivery attempt yesterday, how can I reschedule it?",2025-09-09 12:07:00,Regular,44921.71,1,Logistics,Resolved,Neutral,Low
T001573,C02128,"The instruction manual is missing, so I can't use it. I want to return it.",2025-06-02 15:30:00,Regular,74035.72,0,Returns,Open,Neutral,Low
T008475,C02774,I want to return 2 items out of the 5 I ordered in that package.,2025-06-08 21:17:00,Premium,45401.14,2,Returns,Resolved,Neutral,Low
T000745,C02448,Do you offer bulk purchasing? This is becoming frustrating.,2026-06-01 12:15:00,Regular,63466.04,0,Sales,In Progress,Negative,Medium
T001612,C02503,How do I remove a saved credit card from my account?,2025-09-10 12:33:00,Regular,14640.66,0,Payments,In Progress,Neutral,Low
T003987,C02175,I need more information before placing my order.,2025-10-02 08:32:00,Regular,39853.36,0,Sales,Resolved,Neutral,Low
T008035,C01919,I keep getting logged out of my account every 5 minutes.,2025-12-09 18:20:00,Regular,7150.44,2,Account Support,In Progress,Neutral,Low
T006098,C02190,"i want to return this, it feels very cheap and low quality. this issue is holding up my work.",2026-01-26 12:45:00,Regular,77436.62,0,Returns,Open,Neutral,Low
T009402,C00819,How do I clear my search and browsing history on my account?,2026-05-06 13:35:00,Regular,12252.54,1,Account Support,Open,Neutral,Low
T004381,C00374,"My account was banned for violating terms, but I haven't done anything wrong!",2025-03-18 21:24:00,Premium,56971.24,1,Account Support,Open,Negative,High
T005233,C02679,I keep getting logged out of my account every 5 minutes. I'm really confused and need some clarity.,2025-02-05 09:39:00,Regular,71327.04,0,Account Support,In Progress,Neutral,Low
T007675,C01919,the biometric login (face id) stopped working on my phone.,2026-03-22 20:29:00,Regular,31190.92,2,Technical Support,Open,Neutral,Low
T000474,C00949,I need to change the default shipping address saved on my profile. This is extremely disappointing.,2025-06-22 08:38:00,Regular,72300.76,1,Account Support,Resolved,Neutral,Low
T002845,C01776,is it safe to save my card details on your platform? please don't send me an automated reply.,2026-07-16 14:30:00,Regular,7490.97,0,Payments,Resolved,Neutral,Low
T003070,C01025,Are there any hidden fees? My total looks higher than expected.,2025-02-21 10:24:00,Regular,50316.69,6,Payments,Resolved,Neutral,Medium
T002848,C01978,My account was suspended and I don't know why.!!,2025-02-28 12:51:00,Regular,76880.0,1,Account Support,In Progress,Neutral,Low
T008376,C02593,The payment was deducted but I did not receive an order confirmation.,2025-01-17 21:21:00,Regular,30127.25,3,Payments,Resolved,Neutral,Medium
T003203,C01494,The images on the product pages are not loading for me.,2026-01-30 09:49:00,Regular,74427.62,0,Technical Support,Resolved,Neutral,Low
T009140,C02544,I tried paying with my debit card but it says 'Credit Cards Only'. This issue needs immediate attention.,2025-09-06 13:12:00,Regular,19135.12,0,Payments,Open,Neutral,Low
T002949,C01270,I want to place a business order. Please resolve this issue.,2026-03-15 09:21:00,Premium,179893.33,1,Sales,Open,Neutral,Medium
T009073,C02636,Will this phone case fit the newest model that just came out? Could you please point me in the right direction?,2025-01-09 19:19:00,Premium,110924.85,0,Sales,Open,Neutral,Medium
T008709,C02686,You deducted money from my wallet but the checkout still asks for payment. I have attached screenshots for your reference.,2025-12-07 21:44:00,Premium,195283.17,0,Payments,Resolved,Neutral,Medium
T007127,C00027,Can you tell me the exact dimensions of this furniture piece?,2026-01-22 19:11:00,Regular,12221.1,5,Sales,In Progress,Neutral,Medium
T009386,C02180,The date picker for scheduling delivery is completely frozen.,2025-04-12 14:51:00,Regular,71468.01,0,Technical Support,Open,Neutral,Low
T004720,C02104,How do I print the return label if I don't have a printer????,2026-05-08 08:49:00,Regular,69290.35,2,Returns,In Progress,Neutral,Low
T004411,C00411,Why is my order still stuck in transit?,2026-02-10 16:53:00,Premium,55362.83,1,Logistics,Resolved,Negative,High
T000470,C02087,Why is my order still stuck in transit?,2026-04-10 14:20:00,Regular,35648.38,0,Logistics,In Progress,Negative,Low
T005366,C02297,Can I pre-order the new console before it officially launches?,2025-11-08 20:05:00,Premium,93150.79,7,Sales,In Progress,Neutral,High
T000427,C00395,The payment page is not working.,2026-02-22 17:34:00,Regular,69294.8,1,Payments,In Progress,Neutral,Low
T005104,C01631,I was charged an incorrect amount. Could you please point me in the right direction?,2026-02-23 08:25:00,Premium,195458.34,0,Payments,In Progress,Neutral,Medium
T000248,C02278,How much would shipping cost if I buy three of these?,2025-05-08 20:48:00,Regular,17389.64,0,Sales,Resolved,Neutral,Low
T007157,C02163,When will the 'Out of Stock' item be available again?,2025-06-21 20:20:00,Regular,73040.39,2,Sales,Open,Neutral,Low
T004145,C02939,I received the wrong product.,2026-04-07 20:50:00,Regular,54105.14,1,Returns,Resolved,Negative,Medium
T003951,C01739,Is the carrying case included or do I have to buy it separately? Please resolve this issue.,2025-04-24 10:49:00,Regular,17674.05,6,Sales,Resolved,Neutral,Medium
T009809,C02030,My browser console is showing a bunch of JavaScript errors on your site. It's been days and still no progress.,2025-10-18 09:26:00,Regular,23651.5,2,Technical Support,In Progress,Negative,Medium
T006025,C01037,I requested a password reset email but never received it.!,2025-06-28 22:34:00,Premium,32162.46,1,Technical Support,In Progress,Neutral,Low
T006115,C00075,I keep getting logged out of my account every 5 minutes.,2026-03-26 18:44:00,Regular,70927.36,0,Account Support,Resolved,Neutral,Low
T000073,C01223,How do I clear the cache? Support told me to do it but I don't know how.,2025-05-15 13:42:00,Premium,32780.63,3,Technical Support,In Progress,Neutral,Medium
T003474,C00562,My order has not arrived yet. Please fix this ASAP.!!,2025-04-09 14:11:00,Premium,168203.21,2,Logistics,In Progress,Negative,High
T003598,C00654,Can you help me? The captcha verification is failing every single time. Please keep me updated on the status.,2026-07-12 18:17:00,Regular,30817.18,1,Technical Support,In Progress,Neutral,Low
T004339,C02499,"I initiated a return but changed my mind, how do I cancel the return request?",2025-08-29 10:17:00,Regular,7441.47,1,Returns,Resolved,Negative,Medium
T008719,C02329,Does this smart home device work with Google Assistant? I need an update as soon as possible.,2025-05-19 18:28:00,Regular,45740.2,0,Sales,In Progress,Neutral,Low
T003576,C01568,"My installment plan failed this month, how can I manually pay it? Let me know what information you need from me.",2025-12-19 13:14:00,Regular,15518.97,4,Payments,In Progress,Negative,High
T004034,C01089,I am having trouble verifying my account.,2025-03-08 13:49:00,Regular,19196.39,3,Account Support,In Progress,Neutral,Medium
T003044,C01320,Can I change my account currency from PKR to USD?,2025-11-28 18:30:00,Regular,56104.8,0,Account Support,Open,Neutral,Low
T004616,C01059,"My account was banned for violating terms, but I haven't done anything wrong! I look forward to hearing from you soon.",2025-04-02 19:12:00,Regular,35302.55,2,Account Support,In Progress,Negative,Medium
T006168,C01898,I need technical help with the application.,2026-02-03 15:38:00,Premium,53660.25,2,Technical Support,Open,Neutral,Medium
T007685,C00502,My account information is incorrect. I need someone to explain what happened.,2026-02-17 13:57:00,Regular,35978.38,6,Account Support,Open,Neutral,Medium
T005214,C02507,Does this product come in a gift box? I look forward to hearing from you soon.,2026-07-09 22:59:00,Regular,55342.89,3,Sales,In Progress,Neutral,Medium
T005934,C00491,What's the difference between the 'Pro' and the 'Standard' version?,2026-08-28 09:12:00,Regular,59463.25,4,Sales,Resolved,Neutral,Medium
T001658,C02157,"I am getting push notifications, but when I click them, the app shows an error. I need this resolved urgently.",2025-08-03 11:37:00,Premium,75383.49,0,Technical Support,In Progress,Negative,Medium
T002371,C02379,How can I request a refund? Why is this taking so long?,2025-01-07 15:31:00,Regular,39495.8,1,Returns,In Progress,Neutral,Low
T004163,C00788,I keep getting logged out randomly while browsing. Please escalate this to a manager.,2025-06-23 10:51:00,Regular,40919.24,4,Technical Support,Resolved,Negative,High
T003128,C00372,I was sent two left shoes! I need a replacement immediately. Let me know what information you need from me.,2025-01-14 08:01:00,Regular,6556.83,2,Returns,Resolved,Neutral,Low
T003974,C01505,"I want to buy gift cards for my team, is there a corporate rate?",2026-01-19 17:55:00,Business,424788.16,0,Sales,Resolved,Neutral,Low
T004151,C01932,My discount code expired while I was stuck on the broken payment page. This is becoming frustrating.,2026-07-23 14:36:00,Regular,51754.25,0,Payments,In Progress,Negative,Medium
T009473,C01484,"If I buy the camera, does it come with a memory card included?",2025-09-04 10:52:00,Business,170022.82,0,Sales,Resolved,Neutral,Low
T008159,C02644,Can you tell me about your available products?,2026-07-25 20:04:00,Regular,76463.5,1,Sales,Resolved,Neutral,Low
T002201,C01130,I cannot complete my payment. Please keep me updated on the status.,2025-12-16 12:47:00,Regular,43885.38,0,Payments,Resolved,Neutral,Low
T007033,C00791,The product arrived damaged and I want a replacement.,2025-09-12 16:45:00,Regular,21904.18,5,Returns,Open,Negative,High
T000883,C01899,I need help tracking my order.,2025-04-30 17:08:00,Regular,38400.96,5,Logistics,Resolved,Neutral,Medium
T003447,C00503,"I paid via bank transfer, where do I upload the payment slip?",2025-05-23 22:35:00,Regular,12733.08,1,Payments,Resolved,Neutral,Low
T000246,C02404,Does this product come in a gift box?,2025-07-05 14:30:00,Premium,199991.53,4,Sales,Resolved,Neutral,High
T005796,C01901,Do you have this product available? This issue is holding up my work.,2026-02-23 12:09:00,Regular,46215.48,0,Sales,Open,Neutral,Low
T009443,C00204,"The dimensions listed online are wrong, it doesn't fit my space. Returning it. Nobody has replied to my previous emails.",2026-03-08 21:55:00,Regular,63462.65,1,Returns,Open,Negative,Medium
T008721,C00242,"I saw a promo code on Instagram but it's not working, can you help? This is completely unacceptable.",2026-02-02 16:00:00,Regular,10129.25,3,Sales,In Progress,Negative,High
T006949,C00699,I am stuck in an endless login loop; it keeps asking for my credentials.!,2026-08-20 08:28:00,Premium,148007.93,1,Technical Support,Resolved,Negative,High
T003232,C02833,"I am getting push notifications, but when I click them, the app shows an error. Any updates on this?",2026-05-28 19:27:00,Premium,183995.22,0,Technical Support,In Progress,Negative,High
T009008,C00034,"I want to permanently delete my account, how do I do that? Please confirm once this is done.",2025-12-06 08:53:00,Regular,45717.01,0,Account Support,Open,Neutral,Low
T004601,C02017,i need to download a copy of all my data for privacy reasons.,2026-01-26 17:06:00,Regular,22811.03,0,Account Support,Resolved,Neutral,Low
T009827,C01974,"The dimensions listed online are wrong, it doesn't fit my space. Returning it. Please keep me updated on the status.",2025-08-04 18:24:00,Premium,169424.21,2,Returns,Open,Negative,High
T006327,C01245,Will this phone case fit the newest model that just came out? This is causing a lot of inconvenience for me.???,2026-03-27 12:56:00,Regular,39520.97,0,Sales,In Progress,Neutral,Low
T009274,C02834,"The delivery attempted notification is wrong, I was home all day!",2026-06-11 17:04:00,Regular,23987.58,2,Logistics,In Progress,Negative,Medium
T006169,C01892,I need help with a payment issue.,2026-07-22 10:04:00,Regular,52187.32,2,Payments,Resolved,Neutral,Low
T008593,C00025,Is it possible to schedule a specific delivery window for tomorrow? I expect better customer service than this.,2025-06-09 17:03:00,Regular,13008.36,1,Logistics,Resolved,Neutral,Low
T007738,C02212,How do I transfer account ownership to someone else in my company?,2026-04-19 09:23:00,Premium,122823.18,1,Account Support,Resolved,Neutral,Medium
T006960,C01934,The system is very slow today. This issue is holding up my work.,2026-02-06 13:16:00,Regular,4134.13,0,Technical Support,In Progress,Neutral,Low
T007215,C00944,The tracking information has not been updated. Kindly prioritize this ticket.,2026-05-23 14:34:00,Premium,62262.23,0,Logistics,Resolved,Neutral,Low
T003867,C01507,I need to download a copy of all my data for privacy reasons.,2025-06-01 22:32:00,Premium,70783.67,1,Account Support,In Progress,Neutral,Medium
T002956,C00364,My order has not arrived yet.,2025-09-15 22:13:00,Regular,31991.38,0,Logistics,Open,Neutral,Low
T006829,C02277,"I need a replacement, but I want to make sure it's packed properly this time.",2025-09-13 18:00:00,Regular,75032.45,2,Returns,Resolved,Neutral,Low
T009238,C02894,"The shipping box was fine, but the product box inside is completely crushed.",2026-05-31 22:04:00,Regular,19105.64,0,Logistics,Resolved,Neutral,Low
T009860,C01151,Are there any hidden subscription fees with this software purchase? Can someone look into this?,2025-12-11 22:56:00,Regular,67026.09,0,Sales,Open,Neutral,Low
T002255,C02817,"If I buy the camera, does it come with a memory card included? Thanks in advance for your help.",2025-10-17 16:30:00,Regular,54190.52,3,Sales,Open,Positive,Medium
T002914,C00325,How many days do I have to return this item?,2025-11-29 12:23:00,Regular,66833.86,1,Returns,In Progress,Neutral,Low
T008509,C00653,Can I pre-order the new console before it officially launches?,2026-06-09 21:08:00,Regular,33745.03,1,Sales,Resolved,Neutral,Low
T002747,C02665,I received someone else's order by mistake.,2026-05-27 08:33:00,Regular,48570.49,1,Logistics,Resolved,Neutral,Low
T004342,C00207,Can you tell me about your available products? This is becoming frustrating.,2025-09-02 21:20:00,Regular,9865.02,0,Sales,In Progress,Negative,Low
T009743,C00314,"I only received a partial refund, why wasn't the full amount refunded?",2025-01-07 21:07:00,Regular,21243.75,0,Returns,Resolved,Neutral,Low
T004879,C01099,Please help me with the return process. Let me know if there's anything else you need from my side.,2025-05-06 18:45:00,Regular,46273.93,3,Returns,Open,Neutral,Medium
T004254,C02099,"My order is missing the charging cable, can you just send that part?",2025-04-13 20:36:00,Regular,53441.02,3,Returns,In Progress,Neutral,Medium
T005642,C01904,"I got an email saying my refund was processed, but it's not in my bank.",2026-07-10 09:13:00,Premium,59352.8,4,Returns,In Progress,Neutral,High
T009408,C02233,"I want to cancel this order, the shipping is taking way too long. Thank you for your time and support.",2025-09-13 11:20:00,Regular,2340.68,2,Logistics,Open,Negative,Medium
T000595,C01244,When will I receive my refund? Please keep me updated on the status.,2026-04-06 12:27:00,Premium,119207.98,7,Returns,Resolved,Neutral,High
T003681,C00474,My discount code expired while I was stuck on the broken payment page.,2025-06-05 19:42:00,Business,71288.91,0,Payments,Resolved,Negative,Medium
T006673,C02549,I want to change the payment method for my pre-order before it ships.,2025-09-21 22:25:00,Regular,48555.86,0,Payments,Resolved,Neutral,Low
T006823,C02598,I received a defective item.,2026-04-28 17:41:00,Regular,62825.71,6,Returns,Resolved,Neutral,Medium
T005364,C01416,Can I get a receipt emailed to my work address instead?,2025-11-11 09:45:00,Regular,62485.66,2,Payments,Resolved,Neutral,Low
T007591,C00463,"If I buy the bundled package, how much am I actually saving? Can you guide me on how to fix this?",2025-11-08 08:23:00,Regular,52124.51,0,Sales,In Progress,Neutral,Low
T004714,C02827,Do you offer any loyalty programs for frequent buyers?,2026-06-19 15:08:00,Premium,113222.22,0,Sales,Resolved,Neutral,Medium
T004713,C00018,The voice search feature in the app doesn't recognize anything I say.,2026-07-24 19:17:00,Regular,68529.58,1,Technical Support,In Progress,Neutral,Low
T009151,C00988,How can I update my profile?,2025-07-10 15:13:00,Premium,197835.03,1,Account Support,Resolved,Neutral,Medium
T009225,C00746,Why is my order still stuck in transit? Please get back to me immediately.,2025-01-19 11:09:00,Premium,178913.08,1,Logistics,Resolved,Negative,High
T004055,C00766,How can I request a refund?,2025-02-06 13:23:00,Regular,71400.05,5,Returns,Resolved,Neutral,Medium
T005118,C01673,The system says my phone number is already registered to another user.,2025-07-14 17:45:00,Regular,36857.07,2,Account Support,Resolved,Neutral,Low
T004224,C00655,My account was suspended and I don't know why.,2026-06-17 21:56:00,Regular,19608.69,1,Account Support,In Progress,Neutral,Low
T009737,C02870,Can I change my account currency from PKR to USD?,2025-11-19 16:51:00,Premium,154639.85,2,Account Support,In Progress,Neutral,Medium
T005339,C00126,The product does not match the description. Please get back to me immediately.,2026-03-04 19:43:00,Regular,51957.32,3,Returns,Resolved,Neutral,Medium
T006404,C01610,"I paid via bank transfer, where do I upload the payment slip?",2025-10-30 10:07:00,Regular,35936.98,0,Payments,In Progress,Neutral,Low
T003834,C01067,I updated the app on iOS and now it won't even open. This is becoming frustrating.,2025-10-07 13:46:00,Regular,12894.36,0,Technical Support,Resolved,Negative,Low
T006453,C01672,My account says it's locked due to too many failed login attempts. I look forward to hearing from you soon.,2025-11-08 16:30:00,Premium,117210.67,0,Technical Support,Resolved,Negative,High
T004258,C01567,The system is very slow today. I am trusting you to resolve this today.???,2025-09-03 20:04:00,Regular,14752.3,2,Technical Support,In Progress,Neutral,Low
T008669,C00315,"I received a notification of a payment, but I didn't buy anything! This is causing a lot of inconvenience for me.",2025-08-15 09:23:00,Regular,60183.01,2,Payments,Open,Neutral,Low
T004469,C01847,I keep getting logged out of my account every 5 minutes.,2025-10-28 22:26:00,Regular,65924.52,3,Account Support,Resolved,Neutral,Medium
T004023,C00851,I am unable to reset my password. It's been days and still no progress.,2025-02-14 17:04:00,Regular,27476.79,1,Technical Support,Resolved,Neutral,Low
T006339,C00193,I want to upgrade my membership to the premium tier.,2026-06-22 19:49:00,Regular,48071.12,0,Account Support,Resolved,Neutral,Low
T009488,C01848,Is it safe to save my card details on your platform? Any updates on this?,2025-05-25 20:47:00,Regular,23001.72,0,Payments,Open,Neutral,Low
T008590,C02441,"The delivery attempted notification is wrong, I was home all day! Please fix this ASAP.",2025-05-26 08:54:00,Regular,62412.18,2,Logistics,In Progress,Negative,Medium
T007759,C02382,Your website is flagged as 'Not Secure' by my antivirus software. This is becoming frustrating.,2026-03-31 12:26:00,Premium,166423.77,2,Technical Support,Resolved,Negative,High
T009203,C02588,"I keep getting automated replies, I need a real person to check my shipment status.",2025-12-30 18:29:00,Premium,131798.61,1,Logistics,Open,Neutral,Medium
T006373,C02999,I want to change the payment method for my pre-order before it ships. Let me know what information you need from me.,2025-03-22 15:55:00,Premium,116791.55,0,Payments,Open,Neutral,Medium
T001926,C00204,How do I turn on two-factor authentication for better security?,2025-01-19 09:06:00,Regular,58755.83,1,Account Support,Open,Neutral,Low
T008137,C00731,do you offer any loyalty programs for frequent buyers? kindly prioritize this ticket.,2026-08-08 19:35:00,Regular,62643.38,3,Sales,Resolved,Neutral,Medium
T001504,C02164,I need technical help with the application.,2025-11-04 08:28:00,Premium,92074.6,0,Technical Support,Open,Neutral,Low
T004116,C00107,Is there a size guide available for this clothing line? Can you check this for me?,2025-09-15 13:17:00,Regular,11157.55,1,Sales,Open,Neutral,Low
T003292,C02809,"i received an email about a login from a new device, but it wasn't me.",2025-03-29 18:36:00,Regular,48110.06,0,Account Support,In Progress,Neutral,Low
T003764,C00761,Can you help me unlink my Google account from my profile?,2025-05-01 16:48:00,Regular,77197.25,0,Account Support,Resolved,Neutral,Low
T003185,C00944,What is the warranty period for this appliance? Could you please point me in the right direction?,2025-08-26 15:41:00,Premium,87702.16,0,Sales,Open,Neutral,Low
T009551,C02114,The product is totally different from the pictures on your website.,2025-09-03 15:06:00,Regular,55591.79,1,Returns,Resolved,Neutral,Low
T005349,C00920,"You charged my card yesterday, but the order is still showing as 'Pending Payment'. I hope this can be sorted out quickly.",2025-08-10 18:32:00,Regular,33363.1,7,Payments,Open,Neutral,Medium
T004797,C00964,I have a few technical questions about the specs before I hit the buy button. Thanks in advance for your help.,2026-07-15 08:31:00,Premium,61142.29,2,Sales,Resolved,Positive,Low
T006353,C02171,The application is not working properly. I am considering canceling my account over this.,2026-08-05 11:51:00,Regular,10001.19,2,Technical Support,Resolved,Negative,Medium
T003605,C02879,I accidentally placed the order twice because the payment button lagged.,2025-12-09 19:59:00,Premium,170576.53,1,Payments,In Progress,Negative,High
T005138,C02167,I am getting an 'Error 500: Internal Server Error' on the payment page.,2025-12-02 16:42:00,Regular,24950.99,6,Technical Support,Open,Negative,High
T002712,C02276,Are these shoes suitable for wide feet? What are the next steps?,2026-06-16 09:57:00,Premium,37521.01,6,Sales,Resolved,Neutral,Medium
T005486,C00665,Can I pre-order the new console before it officially launches? This is extremely disappointing.,2026-02-16 12:47:00,Premium,83629.13,3,Sales,Open,Neutral,High
T002018,C02458,Is it safe to save my card details on your platform? This is completely unacceptable.,2025-04-06 17:16:00,Regular,8336.35,1,Payments,Open,Negative,Medium
T006411,C00918,How do I transfer account ownership to someone else in my company?,2025-01-22 20:15:00,Premium,94886.96,4,Account Support,In Progress,Neutral,High
T003729,C02024,"The instruction manual is missing, so I can't use it. I want to return it.???",2025-06-20 08:26:00,Premium,55449.34,1,Returns,Resolved,Neutral,Medium
T002612,C02448,Are your servers down? I can't access the platform at all. Can you provide a timeframe for the fix?,2025-08-07 09:38:00,Regular,63860.03,0,Technical Support,Resolved,Neutral,Low
T008167,C02487,"i want to buy gift cards for my team, is there a corporate rate? this issue needs immediate attention.",2025-08-03 22:33:00,Regular,44645.1,1,Sales,Open,Neutral,Low
T006503,C01473,I keep getting an error when trying to place an order. This is becoming frustrating.,2025-03-05 15:24:00,Regular,41487.35,0,Technical Support,Resolved,Negative,Low
T004737,C01057,"The shirt I ordered is way too small, how do I exchange it?",2026-01-06 08:50:00,Regular,43124.5,1,Returns,Resolved,Neutral,Low
T002130,C00073,I keep getting an 'Invalid Credentials' error even though my password is correct.,2025-11-05 21:31:00,Regular,29607.9,0,Account Support,In Progress,Negative,Low
T009068,C00306,I cannot access my account.???,2025-04-12 13:59:00,Regular,76448.15,0,Account Support,Open,Neutral,Low
T005187,C01498,I requested a password reset email but never received it.,2025-11-30 14:54:00,Premium,76182.75,1,Technical Support,In Progress,Neutral,Medium
T002274,C00425,The package was torn open when I received it.,2025-12-17 22:05:00,Premium,144020.4,3,Logistics,Open,Neutral,High
T007431,C01518,Is this item eligible for your 30-day money-back guarantee? Let me know what information you need from me.,2025-07-06 22:27:00,Regular,18611.61,3,Sales,In Progress,Neutral,Medium
T007386,C00390,I need more information before placing my order. Please keep me updated on the status.,2025-08-12 14:45:00,Regular,42192.78,0,Sales,Open,Neutral,Low
T002016,C00734,I am unable to reset my password.!!,2025-11-22 14:20:00,Premium,129053.04,2,Technical Support,Open,Neutral,Medium
T003885,C01943,i was supposed to receive my order yesterday but it has not arrived. kindly prioritize this ticket.,2025-08-31 15:58:00,Regular,36797.15,1,Logistics,In Progress,Neutral,Low
T006827,C01764,You deducted money from my wallet but the checkout still asks for payment.,2025-08-09 20:20:00,Regular,55927.92,0,Payments,Resolved,Neutral,Low
T007447,C00467,My return tracking says 'Delivered to Warehouse' but my refund is still pending.,2026-01-05 22:19:00,Regular,72577.35,0,Returns,Resolved,Neutral,Low
T004173,C01150,"I need this order by Friday, will it reach on time? I have been waiting for a response. please!",2025-11-06 21:19:00,Regular,15608.18,1,Logistics,Open,Neutral,Low
T004828,C00552,Is this item eligible for your 30-day money-back guarantee?,2026-02-18 09:42:00,Regular,38514.41,2,Sales,Resolved,Neutral,Low
T006691,C02054,I was charged an incorrect amount.,2026-07-20 20:22:00,Regular,11713.83,1,Payments,Resolved,Neutral,Low
T006104,C02674,I keep getting an 'Error 500' when trying to check out. Kindly prioritize this ticket.,2026-02-27 08:08:00,Regular,51398.47,0,Payments,Open,Negative,Medium
T001675,C00015,The 3D secure authentication page is just a blank white screen. Can I get a callback regarding this????,2025-06-23 17:32:00,Premium,162287.54,2,Payments,Open,Neutral,Medium
T004683,C00101,I am having trouble verifying my account.,2026-01-07 18:36:00,Business,421227.11,5,Account Support,Resolved,Neutral,High
T007808,C00378,"I need this order by Friday, will it reach on time?",2025-03-27 09:10:00,Business,306939.13,2,Logistics,In Progress,Neutral,Medium
T004285,C00366,The payment page is not working. This is becoming frustrating.,2025-09-18 18:54:00,Regular,59407.12,2,Payments,Resolved,Negative,Medium
T005924,C02239,It's been three weeks and my international shipment hasn't cleared customs.,2026-06-02 20:05:00,Regular,29394.36,1,Logistics,Resolved,Neutral,Low
T006431,C00510,Can I merge two accounts? I accidentally created a second one. This is my second time reaching out.???,2026-03-20 15:30:00,Regular,73623.19,3,Account Support,Open,Neutral,Medium
T007445,C01116,"I paid for overnight shipping, but it's been 48 hours. I want my shipping fee refunded.",2026-05-11 10:29:00,Regular,22455.36,1,Logistics,Resolved,Neutral,Low
T008946,C02523,"The package is too big to fit in my locker, where will they leave it? I'm really confused and need some clarity.",2026-06-14 09:10:00,Regular,45315.23,3,Logistics,In Progress,Neutral,Medium
T009372,C01565,I would like to know the current price. Could you please point me in the right direction?,2025-12-11 19:17:00,Regular,62852.9,0,Sales,In Progress,Neutral,Low
T002596,C00443,how can i request a refund? can someone look into this?,2025-08-22 13:12:00,Premium,156995.28,2,Returns,Open,Neutral,Medium
T004246,C01923,"The dimensions listed online are wrong, it doesn't fit my space. Returning it.",2025-07-10 18:19:00,Regular,11363.99,0,Returns,Resolved,Negative,Low
T005291,C01128,I want to exchange this for a different color. What are the next steps?,2026-01-16 08:31:00,Regular,34924.95,2,Returns,Open,Neutral,Low
T004668,C01265,Can I pay using a purchase order (PO)? I would appreciate a quick reply.,2026-08-05 11:45:00,Regular,21197.07,3,Sales,Resolved,Positive,Low
T006440,C01924,I try to download my invoice PDF and nothing happens. Please fix this ASAP.,2025-09-28 09:17:00,Regular,72396.2,2,Technical Support,Open,Negative,Medium
T002009,C02895,I want to return the product I received.,2025-06-25 18:10:00,Regular,59063.05,0,Returns,Resolved,Neutral,Low
T003773,C01316,My account has been locked.,2025-11-12 11:01:00,Premium,180164.87,1,Account Support,In Progress,Neutral,Medium
T009923,C02823,"every time i click 'checkout', the page just refreshes. can you guide me on how to fix this?",2025-12-24 09:00:00,Regular,28918.68,0,Technical Support,Resolved,Neutral,Low
T003871,C00993,"i'm a tax-exempt organization, how do i apply that to my purchase?",2026-07-29 17:35:00,Regular,35141.02,2,Sales,In Progress,Neutral,Low
T009559,C01061,I want to downgrade from the Pro plan to the free plan. This issue is holding up my work.,2025-08-27 19:44:00,Regular,9167.28,1,Account Support,Open,Neutral,Low
T004955,C01684,I keep getting an error when trying to place an order. I have been waiting for a response.???,2026-01-11 19:30:00,Premium,143012.28,0,Technical Support,Open,Negative,High
T004908,C01746,Do you guys price-match if I found this cheaper on another website?,2025-05-19 17:59:00,Business,352002.35,0,Sales,In Progress,Neutral,Low
T009858,C01009,My tracking number is invalid or not recognized by the carrier website. I expect a resolution by today.,2025-10-10 14:20:00,Regular,49975.06,0,Logistics,Resolved,Neutral,Low
T005003,C01263,"The courier marked it as undeliverable, but my address is perfectly clear. Please resolve this issue.",2026-06-15 15:31:00,Regular,65369.48,0,Logistics,Resolved,Neutral,Low
